source,source_id,school_name,normalised_school_name,school_code,suburb,country,state,postcode,type,sector,latitude,longitude,is_sehs,selectivity_type,entry_year_levels,test_provider,test_name,offers_medicine,offers_dentistry
ACARA,48096,A B Paterson College,A B Paterson College,,Arundel,Australia,QLD,4214,Combined,Private,-27.9277,153.36,FALSE,,,,,FALSE,FALSE
ACARA,44003,A.G.B.U. Alexander Primary School,A.G.B.U. Alexander Primary School,,Duffys Forest,Australia,NSW,2084,Primary,Private,-33.67679,151.18715,FALSE,,,,,FALSE,FALSE
ACARA,44370,Abbotsford Primary School,Abbotsford Primary School,,Abbotsford,Australia,VIC,3067,Primary,Public,-37.8091,144.999,FALSE,,,,,FALSE,FALSE
ACARA,40987,Abbotsford Public School,Abbotsford Public School,,Abbotsford,Australia,NSW,2046,Primary,Public,-33.8527,151.131,FALSE,,,,,FALSE,FALSE
ACARA,43762,Abbotsleigh,Abbotsleigh,,Wahroonga,Australia,NSW,2076,Combined,Private,-33.7199,151.111,FALSE,,,,,FALSE,FALSE
ACARA,52056,Abbotsleigh Junior School,Abbotsleigh Junior School,,Wahroonga,Australia,NSW,2076,Primary,Private,-33.7162,151.113,FALSE,,,,,FALSE,FALSE
ACARA,46801,Abercorn State School,Abercorn State School,,Abercorn,Australia,QLD,4627,Primary,Public,-25.136,151.127,FALSE,,,,,FALSE,FALSE
ACARA,41852,Aberdeen Public School,Aberdeen Public School,,Aberdeen,Australia,NSW,2336,Primary,Public,-32.1661,150.888,FALSE,,,,,FALSE,FALSE
ACARA,44727,Aberfeldie Primary School,Aberfeldie Primary School,,Essendon,Australia,VIC,3040,Primary,Public,-37.7566,144.896,FALSE,,,,,FALSE,FALSE
ACARA,49360,Aberfoyle Hub Primary School,Aberfoyle Hub Primary School,,Aberfoyle Park,Australia,SA,5159,Primary,Public,-35.0781,138.595,FALSE,,,,,FALSE,FALSE
ACARA,49663,Aberfoyle Park High School,Aberfoyle Park High School,,Aberfoyle Park,Australia,SA,5159,Secondary,Public,-35.0732,138.595,FALSE,program_only,7,ACER,HAST,FALSE,FALSE
ACARA,47089,Abergowrie State School,Abergowrie State School,,Abergowrie,Australia,QLD,4850,Primary,Public,-18.4748,145.884,FALSE,,,,,FALSE,FALSE
ACARA,41853,Abermain Public School,Abermain Public School,,Abermain,Australia,NSW,2326,Primary,Public,-32.8089,151.426,FALSE,,,,,FALSE,FALSE
ACARA,48059,Aboriginal & Islander Independent Community School,Aboriginal & Islander Independent Community School,,Acacia Ridge,Australia,QLD,4110,Combined,Private,-27.5812,153.026,FALSE,,,,,FALSE,FALSE
ACARA,50072,Acacia Hill School,Acacia Hill School,,Sadadeen,Australia,NT,0871,Special,Public,-23.7007,133.898,FALSE,,,,,FALSE,FALSE
ACARA,46412,Acacia Ridge State School,Acacia Ridge State School,,Acacia Ridge,Australia,QLD,4110,Primary,Public,-27.5796,153.016,FALSE,,,,,FALSE,FALSE
ACARA,45704,Academy of Mary Immaculate,Academy of Mary Immaculate,,Fitzroy,Australia,VIC,3065,Secondary,Private,-37.8037,144.974,FALSE,,,,,FALSE,FALSE
ACARA,43714,Accelerate Christian Academy - Bourke,Accelerate Christian Academy - Bourke,,Bourke,Australia,NSW,2840,Combined,Private,-30.08175207,145.953958,FALSE,,,,,FALSE,FALSE
ACARA,48264,Adam Road Primary School,Adam Road Primary School,,South Bunbury,Australia,WA,6230,Primary,Public,-33.3593,115.634,FALSE,,,,,FALSE,FALSE
ACARA,42715,Adaminaby Public School,Adaminaby Public School,,Adaminaby,Australia,NSW,2629,Primary,Public,-35.9933,148.777,FALSE,,,,,FALSE,FALSE
ACARA,41854,Adamstown Public School,Adamstown Public School,,Adamstown,Australia,NSW,2289,Primary,Public,-32.9322,151.731,FALSE,,,,,FALSE,FALSE
ACARA,46213,Adass Israel School,Adass Israel School,,Elsternwick,Australia,VIC,3185,Combined,Private,-37.8839,145.008,FALSE,,,,,FALSE,FALSE
ACARA,52146,Adass Israel School - Glen Eira Road Campus,Adass Israel School - Glen Eira Road Campus,,St Kilda East,Australia,VIC,3183,Combined,Private,-37.8769,144.998,FALSE,,,,,FALSE,FALSE
ACARA,46214,Adass Israel School - Orrong Road Campus,Adass Israel School - Orrong Road Campus,,Elsternwick,Australia,VIC,3185,Combined,Private,-37.8835,145.006,FALSE,,,,,FALSE,FALSE
ACARA,52576,Adelaide Botanic High School,Adelaide Botanic High School,,Adelaide,Australia,SA,5000,Secondary,Public,-34.91691,138.60659,FALSE,,,,,FALSE,FALSE
ACARA,49559,Adelaide East Education Centre,Adelaide East Education Centre,,Campbelltown,Australia,SA,5074,Special,Public,-34.873,138.673,FALSE,,,,,FALSE,FALSE
ACARA,49453,Adelaide High School,Adelaide High School,,Adelaide,Australia,SA,5000,Secondary,Public,-34.9257,138.587,FALSE,,,,,FALSE,FALSE
ACARA,52254,Adelaide International School,Adelaide International School,,Adelaide,Australia,SA,5000,Secondary,Private,-34.923,138.604,FALSE,,,,,FALSE,FALSE
ACARA,49340,Adelaide North Special School,Adelaide North Special School,,Munno Para West,Australia,SA,5115,Special,Public,-34.6636,138.68494,FALSE,,,,,FALSE,FALSE
ACARA,50073,Adelaide River School,Adelaide River School,,Adelaide River,Australia,NT,0846,Combined,Public,-13.2371,131.109,FALSE,,,,,FALSE,FALSE
ACARA,49664,Adelaide Secondary School of English,Adelaide Secondary School of English,,West Croydon,Australia,SA,5008,Secondary,Public,-34.8864,138.566,FALSE,,,,,FALSE,FALSE
ACARA,49643,Adelaide West Special Education Centre,Adelaide West Special Education Centre,,Taperoo,Australia,SA,5017,Special,Public,-34.8012,138.494,FALSE,,,,,FALSE,FALSE
ACARA,42530,Adelong Public School,Adelong Public School,,Adelong,Australia,NSW,2729,Primary,Public,-35.3123,148.063,FALSE,,,,,FALSE,FALSE
ACARA,52378,Advance College of Education Incorporated,Advance College of Education Incorporated,,Rosebud,Australia,VIC,3939,Special,Private,-38.3827,144.885,FALSE,,,,,FALSE,FALSE
ACARA,52379,Advance College of Education Incorporated - Hastings Hub,Advance College of Education Incorporated - Hastings Hub,,Hastings,Australia,VIC,3915,Special,Private,-38.2973,145.185,FALSE,,,,,FALSE,FALSE
ACARA,43780,Aetaomah School,Aetaomah School,,Terragon,Australia,NSW,2484,Combined,Private,-28.4591,153.27,FALSE,,,,,FALSE,FALSE
ACARA,47391,Agnes Water State School,Agnes Water State School,,Agnes Water,Australia,QLD,4677,Primary,Public,-24.214,151.911,FALSE,,,,,FALSE,FALSE
ACARA,44886,Ainslie Parklands Primary School,Ainslie Parklands Primary School,,Croydon,Australia,VIC,3136,Primary,Public,-37.7938,145.264,FALSE,,,,,FALSE,FALSE
ACARA,49910,Ainslie School,Ainslie School,,Braddon,Australia,ACT,2612,Primary,Public,-35.2737,149.14,FALSE,,,,,FALSE,FALSE
ACARA,52936,Aintree Primary School,Aintree Primary School,,Aintree,Australia,VIC,3336,Primary,Public,-37.72345,144.665973,FALSE,,,,,FALSE,FALSE
ACARA,49549,Airdale Primary School,Airdale Primary School,,Port Pirie,Australia,SA,5540,Primary,Public,-33.2005,137.99,FALSE,,,,,FALSE,FALSE
ACARA,41594,Airds High School,Airds High School,,Campbelltown,Australia,NSW,2560,Secondary,Public,-34.0869,150.827,FALSE,,,,,FALSE,FALSE
ACARA,52492,Aireys Inlet Primary School,Aireys Inlet Primary School,,Aireys Inlet,Australia,VIC,3231,Primary,Public,-38.4574,144.11,FALSE,,,,,FALSE,FALSE
ACARA,44716,Airly Primary School,Airly Primary School,,Airly,Australia,VIC,3851,Primary,Public,-38.0257,147.114,FALSE,,,,,FALSE,FALSE
ACARA,46805,Airville State School,Airville State School,,Airville,Australia,QLD,4807,Primary,Public,-19.6552,147.348,FALSE,,,,,FALSE,FALSE
ACARA,46353,Aitken College,Aitken College,,Greenvale,Australia,VIC,3059,Combined,Private,-37.6274,144.888,FALSE,,,,,FALSE,FALSE
ACARA,50266,Aitken Creek Primary School,Aitken Creek Primary School,,Craigieburn,Australia,VIC,3064,Primary,Public,-37.582,144.906,FALSE,,,,,FALSE,FALSE
ACARA,52696,Aitken Hill Primary School,Aitken Hill Primary School,,Craigieburn,Australia,VIC,3064,Primary,Public,-37.6022,144.907,FALSE,,,,,FALSE,FALSE
ACARA,46899,Aitkenvale State School,Aitkenvale State School,,Aitkenvale,Australia,QLD,4814,Primary,Public,-19.2965,146.763,FALSE,,,,,FALSE,FALSE
ACARA,41548,Ajuga School,Ajuga School,,Glenfield,Australia,NSW,2167,Special,Public,-33.9695,150.878,FALSE,,,,,FALSE,FALSE
ACARA,43919,Al Amanah College,Al Amanah College,,Liverpool,Australia,NSW,2170,Combined,Private,-33.93010482,150.9209231,FALSE,,,,,FALSE,FALSE
ACARA,43852,"Al Amanah College, Bankstown campus","Al Amanah College, Bankstown campus",,Bankstown,Australia,NSW,2200,Combined,Private,-33.9172,151.028,FALSE,,,,,FALSE,FALSE
ACARA,50603,Al Hikma College,Al Hikma College,,Lakemba,Australia,NSW,2195,Primary,Private,-33.9262,151.081,FALSE,,,,,FALSE,FALSE
ACARA,52380,Al Iman College,Al Iman College,,Melton South,Australia,VIC,3338,Combined,Private,-37.707,144.565,FALSE,,,,,FALSE,FALSE
ACARA,43958,Al Noori Muslim School,Al Noori Muslim School,,Greenacre,Australia,NSW,2190,Primary,Private,-33.9118,151.05,FALSE,,,,,FALSE,FALSE
ACARA,40979,Al Noori Muslim School - Senior Campus,Al Noori Muslim School - Senior Campus,,Greenacre,Australia,NSW,2190,Secondary,Private,-33.9112,151.049,FALSE,,,,,FALSE,FALSE
ACARA,43741,Al Sadiq College,Al Sadiq College,,Greenacre,Australia,NSW,2190,Combined,Private,-33.9099,151.056,FALSE,,,,,FALSE,FALSE
ACARA,40720,Al Sadiq College Yagoona Campus,Al Sadiq College Yagoona Campus,,Yagoona,Australia,NSW,2199,Primary,Private,-33.9041,151.024,FALSE,,,,,FALSE,FALSE
ACARA,46390,Al Siraat College,Al Siraat College,,Epping,Australia,VIC,3076,Combined,Private,-37.6243,145.038,FALSE,,,,,FALSE,FALSE
ACARA,53460,Al Siraat College - Online College,Al Siraat College - Online College,,Epping,Australia,VIC,3076,Combined,Private,-37.62444667,145.0376188,FALSE,,,,,FALSE,FALSE
ACARA,43946,Al Zahra College,Al Zahra College,,Arncliffe,Australia,NSW,2205,Combined,Private,-33.9337,151.148,FALSE,,,,,FALSE,FALSE
ACARA,50567,Alamanda K-9 College,Alamanda K-9 College,,Point Cook,Australia,VIC,3030,Combined,Public,-37.9083,144.741,FALSE,,,,,FALSE,FALSE
ACARA,49138,Al-Ameen College,Al-Ameen College,,Langford,Australia,WA,6147,Combined,Private,-32.0442,115.937,FALSE,,,,,FALSE,FALSE
ACARA,53385,Al-Ameen College - Malaga Campus,Al-Ameen College - Malaga Campus,,Malaga,Australia,WA,6090,Combined,Private,-31.84940179,115.8829528,FALSE,,,,,FALSE,FALSE
ACARA,50010,Alawa Primary School,Alawa Primary School,,Alawa,Australia,NT,0810,Primary,Public,-12.3802,130.878,FALSE,,,,,FALSE,FALSE
ACARA,45065,Albanvale Primary School,Albanvale Primary School,,Albanvale,Australia,VIC,3021,Primary,Public,-37.7443,144.774,FALSE,,,,,FALSE,FALSE
ACARA,47534,Albany Creek State High School,Albany Creek State High School,,Albany Creek,Australia,QLD,4035,Secondary,Public,-27.3573,152.969,FALSE,,,,,FALSE,FALSE
ACARA,46546,Albany Creek State School,Albany Creek State School,,Albany Creek,Australia,QLD,4035,Primary,Public,-27.3461,152.971,FALSE,,,,,FALSE,FALSE
ACARA,47310,Albany Hills State School,Albany Hills State School,,Albany Creek,Australia,QLD,4035,Primary,Public,-27.3604,152.973,FALSE,,,,,FALSE,FALSE
ACARA,48265,Albany Primary School,Albany Primary School,,Albany,Australia,WA,6330,Primary,Public,-35.0182,117.891,FALSE,,,,,FALSE,FALSE
ACARA,45217,Albany Rise Primary School,Albany Rise Primary School,,Mulgrave,Australia,VIC,3170,Primary,Public,-37.9284,145.173,FALSE,,,,,FALSE,FALSE
ACARA,48851,Albany Secondary Education Support Centre,Albany Secondary Education Support Centre,,Albany,Australia,WA,6330,Special,Public,-34.9911,117.863,FALSE,,,,,FALSE,FALSE
ACARA,48116,Albany Senior High School,Albany Senior High School,,Albany,Australia,WA,6330,Secondary,Public,-35.0198,117.892,FALSE,program_only,"7,9,10,11",WA DoE / ACER,ASET (Academic Selective Entrance Test),FALSE,FALSE
ACARA,50267,Albert Park College,Albert Park College,,Albert Park,Australia,VIC,3206,Secondary,Public,-37.8444,144.947,FALSE,,,,,FALSE,FALSE
ACARA,52157,Albert Park College-Environmental Arts Hub,Albert Park College-Environmental Arts Hub,,Albert Park,Australia,VIC,3207,Secondary,Public,-37.8425,144.939,FALSE,,,,,FALSE,FALSE
ACARA,40769,Albert Park Flexible School,Albert Park Flexible School,,Milton,Australia,QLD,4064,Special,Private,-27.4662,153.011,FALSE,,,,,FALSE,FALSE
ACARA,44224,Albert Park Primary School,Albert Park Primary School,,Albert Park,Australia,VIC,3206,Primary,Public,-37.8418,144.952,FALSE,,,,,FALSE,FALSE
ACARA,42339,Albert Park Public School,Albert Park Public School,,East Lismore,Australia,NSW,2480,Primary,Public,-28.8216,153.272,FALSE,,,,,FALSE,FALSE
ACARA,46424,Albert State School,Albert State School,,Maryborough,Australia,QLD,4650,Primary,Public,-25.5468,152.704,FALSE,,,,,FALSE,FALSE
ACARA,49198,Alberton Primary School,Alberton Primary School (Queenstown),,Queenstown,Australia,SA,5014,Primary,Public,-34.8627,138.513,FALSE,,,,,FALSE,FALSE
ACARA,44030,Alberton Primary School,Alberton Primary School (Alberton),,Alberton,Australia,VIC,3971,Primary,Public,-38.6178,146.667,FALSE,,,,,FALSE,FALSE
ACARA,44875,Albion North Primary School,Albion North Primary School,,Sunshine North,Australia,VIC,3020,Primary,Public,-37.7627,144.824,FALSE,,,,,FALSE,FALSE
ACARA,42936,Albion Park High School,Albion Park High School,,Albion Park,Australia,NSW,2527,Secondary,Public,-34.5767,150.773,FALSE,,,,,FALSE,FALSE
ACARA,42716,Albion Park Public School,Albion Park Public School,,Albion Park,Australia,NSW,2527,Primary,Public,-34.5703,150.773,FALSE,,,,,FALSE,FALSE
ACARA,42861,Albion Park Rail Public School,Albion Park Rail Public School,,Albion Park,Australia,NSW,2527,Primary,Public,-34.5676,150.799,FALSE,,,,,FALSE,FALSE
ACARA,44732,Albion Primary School,Albion Primary School,,Albion,Australia,VIC,3020,Primary,Public,-37.7779,144.82,FALSE,,,,,FALSE,FALSE
ACARA,40100,Albuera Street Primary School,Albuera Street Primary School,,Battery Point,Australia,TAS,7004,Primary,Public,-42.8912,147.326,FALSE,,,,,FALSE,FALSE
ACARA,42689,Albury High School,Albury High School,,Albury,Australia,NSW,2640,Secondary,Public,-36.0728,146.915,FALSE,,,,,FALSE,FALSE
ACARA,42654,Albury North Public School,Albury North Public School,,Albury,Australia,NSW,2640,Primary,Public,-36.0642,146.932,FALSE,,,,,FALSE,FALSE
ACARA,42531,Albury Public School,Albury Public School,,Albury,Australia,NSW,2640,Primary,Public,-36.0825,146.919,FALSE,,,,,FALSE,FALSE
ACARA,42532,Albury West Public School,Albury West Public School,,Albury,Australia,NSW,2640,Primary,Public,-36.0778,146.896,FALSE,,,,,FALSE,FALSE
ACARA,50074,Alcoota School,Alcoota School,,Engawala,Australia,NT,0872,Combined,Public,-22.8024,134.455,FALSE,,,,,FALSE,FALSE
ACARA,42356,Aldavilla Public School,Aldavilla Public School,,Yarravel,Australia,NSW,2440,Primary,Public,-31.0558,152.787,FALSE,,,,,FALSE,FALSE
ACARA,44987,Aldercourt Primary School,Aldercourt Primary School,,Frankston North,Australia,VIC,3200,Primary,Public,-38.1166,145.162,FALSE,,,,,FALSE,FALSE
ACARA,49204,Aldgate Primary School,Aldgate Primary School,,Aldgate,Australia,SA,5154,Primary,Public,-35.0195,138.749,FALSE,,,,,FALSE,FALSE
ACARA,49212,Aldinga Beach Primary School,Aldinga Beach Primary School,,Aldinga,Australia,SA,5173,Primary,Public,-35.2693,138.462,FALSE,,,,,FALSE,FALSE
ACARA,53035,Aldinga Payinthi College,Aldinga Payinthi College,,Aldinga,Australia,SA,5173,Combined,Public,-35.26771678,138.470119,FALSE,,,,,FALSE,FALSE
ACARA,47419,Aldridge State High School,Aldridge State High School,,Maryborough,Australia,QLD,4650,Secondary,Public,-25.5166,152.689,FALSE,,,,,FALSE,FALSE
ACARA,50054,Alekarenge School,Alekarenge School,,Ali Curung,Australia,NT,0872,Combined,Public,-21.0038,134.406,FALSE,,,,,FALSE,FALSE
ACARA,40724,Alesco Secondary College,Alesco Secondary College,,Cooks Hill,Australia,NSW,2300,Special,Private,-32.91413575,151.6585199,FALSE,,,,,FALSE,FALSE
ACARA,52072,Alesco Secondary College - Abermain Campus,Alesco Secondary College - Abermain Campus,,Abermain,Australia,NSW,2326,Special,Private,-32.81107694,151.4315689,FALSE,,,,,FALSE,FALSE
ACARA,53001,Alesco Secondary College - Charlestown Campus,Alesco Secondary College - Charlestown Campus,,Charlestown,Australia,NSW,2290,Special,Private,-32.96278368,151.6928001,FALSE,,,,,FALSE,FALSE
ACARA,52306,Alesco Secondary College - Coast Campus,Alesco Secondary College - Coast Campus,,Tuncurry,Australia,NSW,2428,Special,Private,-32.1793,152.5,FALSE,,,,,FALSE,FALSE
ACARA,52891,Alesco Secondary College - Northlakes Campus,Alesco Secondary College - Northlakes Campus,,Argenton,Australia,NSW,2284,Special,Private,-32.93757,151.63106,FALSE,,,,,FALSE,FALSE
ACARA,52307,Alesco Secondary College - Raymond Terrace Campus,Alesco Secondary College - Raymond Terrace Campus,,Raymond Terrace,Australia,NSW,2324,Special,Private,-32.764,151.742,FALSE,,,,,FALSE,FALSE
ACARA,52612,Alesco Secondary College - Tomaree Campus,Alesco Secondary College - Tomaree Campus,,Nelson Bay,Australia,NSW,2315,Special,Private,-32.721,152.154,FALSE,,,,,FALSE,FALSE
ACARA,53548,Alesco Secondary College - Woodberry Campus,Alesco Secondary College - Woodberry Campus,,Woodberry,Australia,NSW,2322,Special,Private,-32.79426384,151.6654796,FALSE,,,,,FALSE,FALSE
ACARA,47373,Alexandra Bay State School,Alexandra Bay State School,,Diwan,Australia,QLD,4873,Primary,Public,-16.2139,145.422,FALSE,,,,,FALSE,FALSE
ACARA,47553,Alexandra Hills State High School,Alexandra Hills State High School,,Alexandra Hills,Australia,QLD,4161,Secondary,Public,-27.524,153.215,FALSE,,,,,FALSE,FALSE
ACARA,46686,Alexandra Hills State School,Alexandra Hills State School,,Alexandra Hills,Australia,QLD,4161,Primary,Public,-27.5183,153.221,FALSE,,,,,FALSE,FALSE
ACARA,44166,Alexandra Primary School,Alexandra Primary School,,Alexandra,Australia,VIC,3714,Primary,Public,-37.1925,145.712,FALSE,,,,,FALSE,FALSE
ACARA,45349,Alexandra Secondary College,Alexandra Secondary College,,Alexandra,Australia,VIC,3714,Secondary,Public,-37.1945,145.701,FALSE,,,,,FALSE,FALSE
ACARA,41184,Alexandria Park Community School,Alexandria Park Community School,,Alexandria,Australia,NSW,2015,Combined,Public,-33.9002,151.196,FALSE,partially_selective,7,Cambridge / Janison (NSW DoE),Selective High School Placement Test,FALSE,FALSE
ACARA,43952,Al-Faisal College,Al-Faisal College,,Auburn,Australia,NSW,2144,Combined,Private,-33.8548,151.032,FALSE,,,,,FALSE,FALSE
ACARA,53107,Al-Faisal College - Lakemba,Al-Faisal College - Lakemba,,Lakemba,Australia,NSW,2195,Primary,Private,-33.92383288,151.0768608,FALSE,,,,,FALSE,FALSE
ACARA,50593,Al-Faisal College - Campbelltown,Al-Faisal College - Campbelltown,,Minto,Australia,NSW,2566,Combined,Private,-34.0222,150.858,FALSE,,,,,FALSE,FALSE
ACARA,51520,Al-Faisal College - Liverpool,Al-Faisal College - Liverpool,,Austral,Australia,NSW,2179,Combined,Private,-33.9095,150.811,FALSE,,,,,FALSE,FALSE
ACARA,41115,Alfords Point Public School,Alfords Point Public School,,Alfords Point,Australia,NSW,2234,Primary,Public,-33.9924,151.024,FALSE,,,,,FALSE,FALSE
ACARA,49911,Alfred Deakin High School,Alfred Deakin High School,,Deakin,Australia,ACT,2600,Secondary,Public,-35.3243,149.095,FALSE,,,,,FALSE,FALSE
ACARA,44196,Alfredton Primary School,Alfredton Primary School,,Alfredton,Australia,VIC,3350,Primary,Public,-37.555,143.802,FALSE,,,,,FALSE,FALSE
ACARA,47289,Algester State School,Algester State School,,Algester,Australia,QLD,4115,Primary,Public,-27.6157,153.032,FALSE,,,,,FALSE,FALSE
ACARA,49106,Al-Hidayah Islamic School,Al-Hidayah Islamic School,,Bentley,Australia,WA,6102,Primary,Private,-32.0113,115.911,FALSE,,,,,FALSE,FALSE
ACARA,46354,Alia College,Alia College,,Hawthorn East,Australia,VIC,3123,Secondary,Private,-37.8432,145.045,FALSE,,,,,FALSE,FALSE
ACARA,52381,Alice Miller School,Alice Miller School,,Macedon,Australia,VIC,3440,Combined,Private,-37.4466,144.532,FALSE,,,,,FALSE,FALSE
ACARA,46379,Alice Miller School - Candlebark Campus,Alice Miller School - Candlebark Campus,,Romsey,Australia,VIC,3434,Combined,Private,-37.3723,144.688,FALSE,,,,,FALSE,FALSE
ACARA,50008,Alice Springs School Of The Air,Alice Springs School Of The Air,,Alice Springs,Australia,NT,0870,Combined,Public,-23.6781,133.866,FALSE,,,,,FALSE,FALSE
ACARA,50157,Alice Springs Steiner School,Alice Springs Steiner School,,Ross,Australia,NT,0873,Combined,Private,-23.7438,133.882,FALSE,,,,,FALSE,FALSE
ACARA,48691,Alinjarra Primary School,Alinjarra Primary School,,Alexander Heights,Australia,WA,6064,Primary,Public,-31.8293,115.87,FALSE,,,,,FALSE,FALSE
ACARA,50319,Alkimos Baptist College,Alkimos Baptist College,,Merriwa,Australia,WA,6030,Combined,Private,-31.6604,115.711,FALSE,,,,,FALSE,FALSE
ACARA,52262,Alkimos Beach Primary School,Alkimos Beach Primary School,,Alkimos,Australia,WA,6038,Primary,Public,-31.6237,115.698,FALSE,,,,,FALSE,FALSE
ACARA,52490,Alkimos College,Alkimos College,,Alkimos,Australia,WA,6038,Secondary,Public,-31.6285,115.696,FALSE,program_only,"7,9,10,11",WA DoE / ACER,ASET (Academic Selective Entrance Test),FALSE,FALSE
ACARA,52261,Alkimos Primary School,Alkimos Primary School,,Alkimos,Australia,WA,6038,Primary,Public,-31.627,115.703,FALSE,,,,,FALSE,FALSE
ACARA,45604,Alkira Secondary College,Alkira Secondary College,,Cranbourne North,Australia,VIC,3977,Secondary,Public,-38.0733,145.311,FALSE,,,,,FALSE,FALSE
ACARA,43404,All Hallows Catholic Primary School,All Hallows Catholic Primary School,,Five Dock,Australia,NSW,2046,Primary,Private,-33.8609,151.134,FALSE,,,,,FALSE,FALSE
ACARA,43567,All Hallows Catholic Primary School Gulgong,All Hallows Catholic Primary School Gulgong,,Gulgong,Australia,NSW,2852,Primary,Private,-32.3614,149.531307,FALSE,,,,,FALSE,FALSE
ACARA,47882,All Hallows' School,All Hallows' School,,Brisbane,Australia,QLD,4000,Combined,Private,-27.4606,153.033,FALSE,,,,,FALSE,FALSE
ACARA,48002,All Saints Anglican School,All Saints Anglican School (Merrimac),,Merrimac,Australia,QLD,4226,Combined,Private,-28.0609,153.361,FALSE,,,,,FALSE,FALSE
ACARA,53341,All Saints Anglican School,All Saints Anglican School (Shepparton North),,Shepparton North,Australia,VIC,3631,Combined,Private,-36.34089491,145.4151718,FALSE,,,,,FALSE,FALSE
ACARA,43422,All Saints Catholic College,All Saints Catholic College,,Liverpool,Australia,NSW,2170,Combined,Private,-33.9191,150.926,FALSE,,,,,FALSE,FALSE
ACARA,52877,"All Saints Catholic College, Casula Campus","All Saints Catholic College, Casula Campus",,Casula,Australia,NSW,2170,Secondary,Private,-33.95386,150.90747,FALSE,,,,,FALSE,FALSE
ACARA,49784,All Saints Catholic Primary School,All Saints Catholic Primary School,,Seaford,Australia,SA,5169,Primary,Private,-35.1861,138.48,FALSE,,,,,FALSE,FALSE
ACARA,40618,All Saints College,All Saints College,,Maitland,Australia,NSW,2320,Secondary,Private,-32.7378,151.56,FALSE,,,,,FALSE,FALSE
ACARA,43318,All Saints College (St Peter's),All Saints College (St Peter's),,Maitland,Australia,NSW,2320,Secondary,Private,-32.7343,151.559,FALSE,,,,,FALSE,FALSE
ACARA,49049,All Saints' College,All Saints' College,,Bull Creek,Australia,WA,6149,Combined,Private,-32.0513,115.866,FALSE,,,,,FALSE,FALSE
ACARA,53119,All Saints' College - Adelaide Street Campus,All Saints' College - Adelaide Street Campus,,Fremantle,Australia,WA,6160,Secondary,Private,-32.05357179,115.7473778,FALSE,,,,,FALSE,FALSE
ACARA,40892,All Saints Grammar,All Saints Grammar,,Belmore,Australia,NSW,2192,Secondary,Private,-33.9295,151.095,FALSE,,,,,FALSE,FALSE
ACARA,43959,All Saints Grammar Junior School,All Saints Grammar Junior School,,Belmore,Australia,NSW,2192,Primary,Private,-33.9153,151.091,FALSE,,,,,FALSE,FALSE
ACARA,45736,All Saints Parish School,All Saints Parish School,,Portland,Australia,VIC,3305,Primary,Private,-38.3595,141.593,FALSE,,,,,FALSE,FALSE
ACARA,47925,All Saints Primary School,All Saints Primary School (Albany Creek),,Albany Creek,Australia,QLD,4035,Primary,Private,-27.35,152.971,FALSE,,,,,FALSE,FALSE
ACARA,43616,All Saints Primary School,All Saints Primary School (Tumbarumba),,Tumbarumba,Australia,NSW,2653,Primary,Private,-35.7787,148.013,FALSE,,,,,FALSE,FALSE
ACARA,47743,All Saints' School,All Saints' School,,Boonah,Australia,QLD,4310,Primary,Private,-27.9999,152.686,FALSE,,,,,FALSE,FALSE
ACARA,48001,All Souls St Gabriels School,All Souls St Gabriels School,,Charters Towers,Australia,QLD,4820,Combined,Private,-20.0629,146.277,FALSE,,,,,FALSE,FALSE
ACARA,41281,Allambie Heights Public School,Allambie Heights Public School,,Allambie Heights,Australia,NSW,2100,Primary,Public,-33.7658,151.2495833,FALSE,,,,,FALSE,FALSE
ACARA,44031,Allansford and District Primary School,Allansford and District Primary School,,Allansford,Australia,VIC,3277,Primary,Public,-38.3863,142.59,FALSE,,,,,FALSE,FALSE
ACARA,48266,Allanson Primary School,Allanson Primary School,,Allanson,Australia,WA,6225,Primary,Public,-33.3358,116.099,FALSE,,,,,FALSE,FALSE
ACARA,52437,Allegra School Coffs Harbour,Allegra School Coffs Harbour,,Coffs Harbour,Australia,NSW,2450,Special,Private,-30.2976,153.115,FALSE,,,,,FALSE,FALSE
ACARA,49337,Allenby Gardens Primary School,Allenby Gardens Primary School,,Allenby Gardens,Australia,SA,5009,Primary,Public,-34.9021,138.555,FALSE,,,,,FALSE,FALSE
ACARA,49436,Allendale East Area School,Allendale East Area School,,Allendale East,Australia,SA,5291,Combined,Public,-38.003,140.71,FALSE,,,,,FALSE,FALSE
ACARA,48267,Allendale Primary School,Allendale Primary School,,Geraldton,Australia,WA,6530,Primary,Public,-28.764,114.623,FALSE,,,,,FALSE,FALSE
ACARA,46516,Allenstown State School,Allenstown State School,,Allenstown,Australia,QLD,4700,Primary,Public,-23.3919,150.503,FALSE,,,,,FALSE,FALSE
ACARA,46886,Alligator Creek State School,Alligator Creek State School,,Alligator Creek,Australia,QLD,4740,Primary,Public,-21.3294,149.212,FALSE,,,,,FALSE,FALSE
ACARA,46396,Allora P-10 State School,Allora P-10 State School,,Allora,Australia,QLD,4362,Combined,Public,-28.0366,151.986,FALSE,,,,,FALSE,FALSE
ACARA,46698,Alloway State School,Alloway State School,,Alloway,Australia,QLD,4670,Primary,Public,-24.9521,152.378,FALSE,,,,,FALSE,FALSE
